name,address_street,address_suite,address_zip,inspection_date,inspection_score,inspection_type
CHOCOLATE SECRETS,3926 OAK LAWN AVE,,75219,2014-04-16,84,routine
FAMILIA FOOD MARKET,4523 MAPLE AVE,,75219,2014-04-16,94,routine
LA PAISANITA,4447 MAPLE AVE,,75219,2014-04-16,83,routine
THE GRAPEVINE BAR,3902 MAPLE AVE,,75219,2014-04-16,90,routine
RACETRAC PETROLEUM #613,10707 MILLER RD,,75228,2014-04-16,91,routine
12768 YOU JIN BBQ CHICKEN,2240 ROYAL LN,103,75229,2014-04-16,82,routine
KHAN,2240 ROYAL LN,#102,75229,2014-04-16,70,follow-up
"KOREA BISTRO ""SURA""",2240 ROYAL LN,#106,75229,2014-04-16,77,follow-up
YOURIM RESTAURANT,2525 ROYAL LN,#317,75229,2014-04-16,90,routine
CARRIBBEAN CAFE,3068 FOREST LN,#111,75234,2014-04-16,84,follow-up
NELSON'S DONUT SHOP,12700 MIDWAY RD,#101,75234,2014-04-16,82,follow-up
13397 SUBWAY,1710 W MOCKINGBIRD LN,A,75235,2014-04-16,86,routine
PHO CHAU RESTAURANT,1640 W MOCKINGBIRD LN,,75235,2014-04-16,67,routine
THOMAS J RUSK JR HIGH,2929 INWOOD RD,,75235,2014-04-16,88,routine
DOLLAR GENEARAL STORE # 12342,4627 W KIEST BLVD,,75236,2014-04-16,86,routine
LISA'S SOUL FOOD CAFE,2550 W RED BIRD LN,#404,75237,2014-04-16,83,routine
ALIBIS CAFE,10601 NEW CHURCH RD,,75238,2014-04-16,91,routine
E-Z TRIP FOOD STORE,9811 WALNUT HILL LN,,75238,2014-04-16,84,routine
L.B.J. FOOD MART,10560 NEW CHURCH RD,,75238,2014-04-16,94,routine
NEW ERA AFRICAN STORE,11312 LBJ FRWY,200,75238,2014-04-16,94,routine
GATEWAY CHARTER ACADEMY,6103 HOUSTON SCHOOL RD,,75241,2014-04-16,97,routine
GATEWAY CHARTER ACADEMY,1015 E WHEATLAND RD,,75241,2014-04-16,93,routine
K J GILLIAM COLLEGIATE ACADEMY,1700 E CAMP WISDOM RD,,75241,2014-04-16,97,routine
TWIN TOWERS CAFE,8585 N STEMMONS FRWY,#C-20,75247,2014-04-16,84,routine
COMFORT INN & SUITES,7138 N STEMMONS FRWY,,75247,2014-04-16,97,routine
EMPIRE CENTRAL TEXACO,8405 N STEMMONS FRWY,,75247,2014-04-16,90,routine
MCDONALDS,8390 N STEMMONS FRWY,A,75247,2014-04-16,97,routine
AFRIKA FUSION,18900 N DALLAS PKWY,#120,75287,2014-04-16,92,routine
BEST THAI SIGNATURE,18352 DALLAS PKWY,#112,75287,2014-04-16,90,routine
MAGUIRE'S RESTAURANT,17552 DALLAS PKWY,,75287,2014-04-16,85,routine
MI COCINA,18352 DALLAS PKWY,#100,75287,2014-04-16,85,routine
RUIBAL'S PLANTS OF TEXAS,3646 ROSEMEADE PKWY,,75287,2014-04-16,85,routine
STARBUCKS COFFEE #6239,4727 FRANKFORD RD,,75287,2014-04-16,97,routine
ULTIMATE SPORT NUTRITION,4520 FRANKFORD RD,#1100,75287,2014-04-16,97,routine
MADHATTERS,400 N ST PAUL ST,#120,75201,2014-04-17,82,routine
LITTLE DIPPER CAFETERIA,1626 MAIN ST,,75201,2014-04-17,100,routine
NEIMAN MARCUS FRESH MARKET,1605 COMMERCE ST,,75201,2014-04-17,97,routine
NEIMANS EXPRESSO BAR,1626 MAIN ST,,75201,2014-04-17,100,routine
NM-ZODIAC REST,1626 MAIN ST,,75201,2014-04-17,97,routine
ZODIAC RESTAURANT BAR,1626 MAIN ST,,75201,2014-04-17,100,routine
COOL & HOT,930 E EIGHTH ST,A,75203,2014-04-17,81,routine
COUNTRY BURGER,401 S HAMPTON RD,,75208,2014-04-17,75,routine
LIDA HOE ELEMENTARY,2419 GLADSTONE ST,,75211,2014-04-17,79,routine
PANADERIA Y RESTAURANT LATINA,611 S HAMPTON RD,,75211,2014-04-17,82,routine
7-11 #27427,3602 S LANCASTER RD,,75216,2014-04-17,80,routine
A & J BAKERY,3515 OAK LAWN AVE,,75219,2014-04-17,85,routine
PANERA BREAD,3826 LEMMON AVE,,75219,2014-04-17,78,routine
SZECHUAN HUNAN RESTAURANT,4117 LEMMON AVE,,75219,2014-04-17,80,routine
TACO CABANA #132,3923 LEMMON AVE,,75219,2014-04-17,70,routine
LA OFICINA NIGHT CLUB,10830 HARRY HINES BLVD,,75220,2014-04-17,89,routine
CHAMPION BILLARD & GAMES,9530 OVERLAKE DR,#D,75220,2014-04-17,87,routine
FRONTERA,9749 HARRY HINES BLVD,100,75220,2014-04-17,72,routine
LA FRONTERA,9749 HARRY HINES BLVD,,75220,2014-04-17,87,routine
NO RA ZO,11311 HARRY HINES BLVD,#506,75220,2014-04-17,84,routine
PANDORA'S MENS CLUB,10649 HARRY HINES BLVD,,75220,2014-04-17,86,routine
QUINTA TA JAIVITA RESTAUR,3004 W NORTHWEST HWY,,75220,2014-04-17,83,routine
MAMA'S DAUGHTER'S DINER,2610 ROYAL LN,,75229,2014-04-17,73,routine
ROYAL DOLLAR & FOOD STORE,10818 DENNIS RD,#103,75229,2014-04-17,87,routine
ROYAL TAQUERIA,10818 DENNIS RD,#103,75229,2014-04-17,85,routine
T G TERRY SCH,6661 GREENSPAN DR,,75232,2014-04-17,100,routine
THE LANDING BAR & GRILL,5303 CHALLENGER,#60,75237,2014-04-17,86,routine
MCDONALD'S CORPORATION,13105 MONTFORT DR,,75240,2014-04-17,91,routine
JOY DONUTS,3502 SIMPSON STUART RD,#400,75241,2014-04-17,87,routine
KINGS SNACK SHOP,9750 WALNUT ST,#170,75243,2014-04-17,96,routine
7-11 #20769,10304 FOREST LN,#106,75243,2014-04-17,85,routine
ALTO JUBA FOOD MART,9750 WALNUT ST,151,75243,2014-04-17,83,routine
FM FOOD MART,9761 WALNUT ST,,75243,2014-04-17,91,routine
NATHAN ADAMS ELEMENTARY,12600 WELCH RD,,75244,2014-04-17,89,routine
SAM'S WOK CHINESE RESTAURANT,6959 ARAPAHO RD,#115,75248,2014-04-17,86,routine
HYATT PLACE DALLAS NORTH,5229 SPRING VALLEY RD,,75254,2014-04-17,86,routine
PIZZA HUT,14760 PRESTON RD,,75254,2014-04-17,89,routine
SYNN NIGHT CLUB 3RD FLR,1217 MAIN ST,,75202,2014-04-18,97,routine
SYNN NIGHT CLUB 4TH FLOOR,1217 MAIN ST,,75202,2014-04-18,97,routine
SYNN NIGHT CLUB ROOF,1217 MAIN ST,,75202,2014-04-18,97,routine
JADE GARDEN,4800 BRYAN ST,,75204,2014-04-18,85,routine
QDOBA MEXICAN CAFE,3519 MCKINNEY AVE,,75204,2014-04-18,94,routine
STRANGEWAYS,2429 N FITZHUGH AVE,,75204,2014-04-18,91,routine
TATE'S BAR,2723 MCKINNEY AVE,,75204,2014-04-18,90,routine
LADUNI LATIN CAFE,4620 MCKINNEY AVE,,75205,2014-04-18,85,routine
WILD ABOUT HARRY'S,3113 KNOX ST,,75205,2014-04-18,87,routine
VERONICA'S DELICACIES,3223 PENNSYLVANIA AVE,,75210,2014-04-18,73,routine
EMERALD CITY,2532 MLK BLVD,,75215,2014-04-18,90,routine
KC'S BAR & GRILL,3317 S MALCOLM X BLVD,,75215,2014-04-18,91,routine
OVERTON TEXACO,3926 E OVERTON RD,INSID,75216,2014-04-18,90,routine
OVERTON TEXACO (KRISPY CRUNCHY),3926 E OVERTON RD,INSID,75216,2014-04-18,80,routine
CALAIS WINERY (KIOSK),3000 COMMERCE ST,,75226,2014-04-18,100,routine
CURTAIN CLUB A,2800 MAIN ST,,75226,2014-04-18,93,routine
CURTAIN CLUB B,2800 MAIN ST,,75226,2014-04-18,96,routine
DALLAS COMEDY HOUSE,2645 COMMERCE ST,,75226,2014-04-18,88,routine
RBC,2617 COMMERCE ST,,75226,2014-04-18,93,routine
TARGET,13131 MONTFORT DR,,75240,2014-04-18,90,routine
TACO BELL #29886,13670 PRESTON RD,,75240,2014-04-18,93,routine
RUBEN GROCERY,1207 E RED BIRD LN,,75241,2014-04-18,84,routine
KENNEDY-CURRY MIDDLE SCHOOL,6605 SEBRING DR,,75241,2014-04-18,97,routine
SMITH HIGH SCHOOL,3030 STAG RD,,75241,2014-04-18,97,routine
TACO BELL,15208 MONTFORT DR,,75248,2014-04-18,91,routine
SUBWAY,4012 ROSS AVE,,75204,2014-04-21,97,routine
7-ELEVEN #33321,5712 SKILLMAN ST,,752062802,2014-04-21,75,routine
POTBELLY SANDWICH WORKS,5500 GREENVILLE AVE,1203,75206,2014-04-21,89,routine
QUICK WAY #10,8106 SOUTHWESTERN BLVD,,75206,2014-04-21,67,routine
SWEET TOMATOES,5500 GREENVILLE BLVD,#1320,75206,2014-04-21,89,routine
SKILLMAN CHURCH OF CHRIST/FAMILY LIFE CENTER,3120 SKILLMAN ST,,75214,2014-04-21,88,routine
JBC MARKET,6411 BEXAR ST,,75215,2014-04-21,86,routine
7-ELEVEN,10998 HARRY HINES BLVD,,75220,2014-04-21,85,follow-up
AL KABOB GRILL & CAFE,11357 HARRY HINES BLVD,,75220,2014-04-21,82,routine
CHINA KING SUPER BUFFET,2829 W NORTHWEST HWY,#511,75220,2014-04-21,72,routine
CHINA KING SUPER BUFFET II,3907 W CAMP WISDOM RD,,75237,2014-04-21,81,routine
NOURSIHING MINDS INC,9110 AUTOBAHN DR,100,75237,2014-04-21,91,routine
POPEYES,2978 W WHEATLAND RD,,75237,2014-04-21,87,routine
LAKE HIGHLANDS HIGH SCHOOL,9449 CHURCH RD,,75238,2014-04-21,94,routine
LONE STAR ROAD HOUSE,11277 E NORTHWEST HWY,#124,75238,2014-04-21,91,routine
SAM'S CLUB BAKERY,12000 MCCREE RD,,75238,2014-04-21,94,routine
SAM'S CLUB CAFE,12000 MCCREE RD,,75238,2014-04-21,94,routine
SAM'S CLUB GROCERY,12000 MCCREE RD,,75238,2014-04-21,94,routine
CICI'S PIZZA,7879 SPRING VALLEY RD,139,75240,2014-04-21,90,routine
FRUITLANDIA/WATER INN,14215 COIT RD,,75240,2014-04-21,80,routine
J N ERVIN ELEMENTARY,3722 BLACK OAK DR,,75241,2014-04-21,94,routine
GUCKENHEIMER,13500 N CENTRAL EXPW,,75243,2014-04-21,93,routine
GUCKENHEIMER,13353 T I BLVD,MS302,75243,2014-04-21,91,routine
GUCKENHEIMER @ TEXAS INSTRUMENTS SC BLDG,13532 N CENTRAL EXPW,,75243,2014-04-21,88,routine
TEXAS INSTRUMENTS DMOS6,13011 T I BLVD,BLDG,75243,2014-04-21,97,routine
LA PICOSA,5365 SPRING VALLEY RD,#148,75254,2014-04-21,83,routine
NEO PIZZA NAPOLETANA,2340 VICTORY PARK LN,,75201,2014-04-22,85,follow-up
AK THAI,4801 BRYAN ST,#100,75204,2014-04-22,81,routine
MAI'S VIETNAMESE REST,4812 BRYAN ST,#100,75204,2014-04-22,97,routine
MUDDY WATERS ON LIVE OAK,4314 LIVE OAK ST,,75204,2014-04-22,94,routine
WON'S GROCERY BEER & WINE,1814 N HALL ST,,75204,2014-04-22,81,routine
HIBISCUS,2927 N HENDERSON AVE,,75206,2014-04-22,91,routine
KISMET,3707 GREENVILLE AVE,,75206,2014-04-22,80,routine
PIETRO'S ITALIAN REST,5722 RICHMOND AVE,,75206,2014-04-22,67,routine
SHIPP'S,1613 GREENVILLE AVE,,75206,2014-04-22,88,routine
EL PULPO RESTAURANT,2320 W TWELTH ST,,75208,2014-04-22,75,routine
LUPITA'S RESTAURANT Y TAQUERIA,1965 FORT WORTH AVE,,75208,2014-04-22,81,routine
IL CANE ROSSO,7328 GASTON AVE,,75214,2014-04-22,87,routine
RORO'S BAKING COMPANY,2201 TUCKER ST,#107,75214,2014-04-22,90,routine
PIZZA HUT #744020,2116 E LEDBETTER DR,,75216,2014-04-22,85,routine
UNIPRIX FOOD MARKET,2844 E LEDBETTER DR,,75216,2014-04-22,76,routine
WATER WHEELS,9185 BRUTON RD,#A,75217,2014-04-22,90,routine
DALLAS ACADEMY,950 TIFFANY WAY,,75218,2014-04-22,94,routine
ST. JOHN'S EPISCOPAL SCHOOL,848 HARTER RD,,75218,2014-04-22,92,routine
GOOD EATS CAFE,3888 OAK LAWN AVE,,75219,2014-04-22,90,routine
LUCKY'S,3531 OAK LAWN AVE,,75219,2014-04-22,75,routine
BABYDOLL'S TOPLESS SALOON,10250 SHADY TRL,,75220,2014-04-22,85,routine
CLUB 2009,10707 FINNELL ST,,75220,2014-04-22,88,routine
ESCAPADE,2551 LOMBARDY LN,#10,75220,2014-04-22,90,routine
ESCAPADE 2001,10701 FINNELL ST,,75220,2014-04-22,87,routine
HOWARD WANG CHINA GRILL,4343 W NORTHWEST HWY,#345,75220,2014-04-22,86,routine
ROCK N RICK'S,4619 E GRAND,,75223,2014-04-22,91,routine
KWICK WAY GROCERY,1827 S HASKELL AVE,,75223,2014-04-22,80,routine
JACK IN THE BOX #3780,2323 W LEDBETTER DR,,75224,2014-04-22,91,routine
LOS SAPITOS,2260 W ILLINOIS AVE,,75224,2014-04-22,88,routine
MARIANO'S MEXICAN CUISINE,6300 SKILLMAN ST,,75231,2014-04-22,90,routine
SEATTLE'S BEST COFFEE #18880,6057 SKILLMAN ST,,75231,2014-04-22,94,routine
THAI OPAL,6300 SKILLMAN ST,#156,75231,2014-04-22,94,routine
THREE FOUNTAINS,6011 MELODY LN,,75231,2014-04-22,86,routine
EL POLLO REGIO,2410 W ILLINOIS AVE,,75233,2014-04-22,77,follow-up
NEW LIFE CHURCH,4107 W CAMP WISDOM RD,#225,75237,2014-04-22,86,routine
WHIP N MARKET & DELI,7460 S WESTMORELAND RD,,75237,2014-04-22,80,routine
AMERICAN GIRL BOUTIQUES AND BISTRO,13464 DALLAS PKWY,,75240,2014-04-22,93,routine
LA CASITA,13205 MAHAM RD,#A,75240,2014-04-22,83,routine
T BAR M RACQUET CLUB,6060 DILBECK LN,,75240,2014-04-22,85,routine
HARMONY SCHOOL OF NATURE/1ST FLR/WEST WING,8120 W CAMP WISDOM RD,FLR 1,75249,2014-04-22,88,routine
SONIC DRIVE IN #4259,9613 CLARK RD,,75249,2014-04-22,79,routine
LA CHIKITIBUM ICE CREAM,1512 S BELTLINE RD,#7,75253,2014-04-22,88,routine
EINSTEIN BROS BAGELS#1760,14999 PRESTON RD,,75254,2014-04-22,90,routine
SUSHI WASABI,14902 PRESTON RD,1000A,75254,2014-04-22,80,routine
MCDONALD'S,407 N LAMAR ST,#170A,75202,2014-04-23,80,routine
CINDI'S NY DELI & RESTAURANT,306 S HOUSTON ST,,75202,2014-04-23,80,routine
UPTOWN CAR WASH,2501 N FIELD ST,,75202,2014-04-23,94,routine
ZENNA THAI AND JAPANE,1914 LAWS ST,,75202,2014-04-23,73,routine
PERA KEBAB,2633 MCKINNEY AVE,#170,75204,2014-04-23,97,routine
AVENUE,2912 MCKINNEY AVE,,75204,2014-04-23,97,routine
SHOOTERS IN VICTORY,3030 OLIVE ST,105,75204,2014-04-23,86,follow-up
YUTAKA SUSHI,2633 MCKINNEY AVE,#140,75204,2014-04-23,100,routine
ABACUS,4511 MCKINNEY AVE,,75205,2014-04-23,97,routine
GREENVILLE DELI,6500 GREENVILLE AVE,#170,75206,2014-04-23,81,routine
BROOKLYN CAFE DELI & GRILL,8350 N CENTRAL EXPW,M1075,75206,2014-04-23,80,routine
JAMBA JUICE,5923 GREENVILLE AVE,,75206,2014-04-23,82,routine
SCHLOTZSKY'S,6107 GREENVILLE AVE,,75206,2014-04-23,81,routine
VILLAGE COUNTRY CLUB,8308 SOUTHWESTERN BLVD,,75206,2014-04-23,84,routine
BUENA VISTA RESTAURANT AND CLUB,1804 FORT WORTH AVE,,75208,2014-04-23,87,routine
JOHN H REAGAN SCH,201 N ADAMS AVE,,75208,2014-04-23,100,routine
SIDNEY LANIER SCHOOL,1400 WALMSLEY AVE,,75208,2014-04-23,94,routine
TORTAS LAS TORTUGAS,235 W CENTRE ST,,75208,2014-04-23,78,routine
EL RIO GRANDE SUPER MERCADO #3 BAKERY,2515 W JEFFERSON BLVD,#300,75211,2014-04-23,90,routine
EL RIO GRANDE SUPER MERCADO #3/FRUTERIA,2515 W JEFFERSON BLVD,#300,75211,2014-04-23,93,routine
EL RIO GRANDE SUPERMERCADO #3 KITCHEN,2515 W JEFFERSON BLVD,#300,75211,2014-04-23,83,routine
EL RIO GRANDE SUPERMERCADO #3/MEAT,2515 W JEFFERSON BLVD,#300,75211,2014-04-23,85,routine
EL RIO GRANDY SUPERMERCADO #3 GROCERY,2515 W JEFFERSON BLVD,#300,75211,2014-04-23,86,routine
SAVE-A-LOT GROCERY,2627 W JEFFERSON BLVD,,75211,2014-04-23,83,routine
SAVE-A-LOT MEAT,2627 W JEFFERSON BLVD,,75211,2014-04-23,89,routine
SAVE-A-LOT PRODUCE,2627 W JEFFERSON BLVD,,75211,2014-04-23,96,routine
CHUYITA'S MEXICAN RESTAURANT,1213 SINGLETON BLVD,,75212,2014-04-23,80,routine
STOP N SHOP FOOD MART,3195 S LOOP 12,,75216,2014-04-23,57,routine
BLACKEYED PEA,3857 CEDAR SPRINGS RD,,75219,2014-04-23,83,routine
PHOENIX HOUSE,2345 REAGAN ST,,75219,2014-04-23,85,routine
SNOOKIE'S,3604 OAK LAWN AVE,,75219,2014-04-23,82,routine
PAPPAS BROTHERS STEAKHOUSE,10477 LOMBARDY LN,,75220,2014-04-23,94,routine
NABEE,2053 W NORTHWEST HWY,#80,75220,2014-04-23,85,routine
BILLARES REFORMA,3027 W NORTHWEST HWY,,75220,2014-04-23,80,routine
SUZE,4345 W NORTHWEST HWY,#270,75220,2014-04-23,66,routine
STACKHOUSE BURGERS,2917 GASTON AVE,,75226,2014-04-23,82,routine
CASA NAVARRO,11742 MARSH LN,#A,75229,2014-04-23,68,follow-up
SHIFA SHELL,6505 E NORTHWEST HWY,,75231,2014-04-23,94,routine
WALGREENS #04817,6515 ABRAMS RD,,75231,2014-04-23,90,routine
T C MARSH JR HIGH,3838 CROWN SHORE RD,,75234,2014-04-23,88,routine
RICE GARDEN,4016 W CAMP WISDOM RD,,75237,2014-04-23,81,routine
7-11 #24092,9750 WALNUT HILL LN,,75238,2014-04-23,94,routine
FAMILY DOLLAR #6417,10025 ROYAL LN,,75238,2014-04-23,94,routine
WHITEROCK COURT,9215 WHITE ROCK TRL,,75238,2014-04-23,90,routine
MEGA BYTES,5501 LBJ FRWY,#106,75240,2014-04-23,79,routine
TACOS CHACO 2,8040 SPRING VALLEY RD,,75240,2014-04-23,85,follow-up
GOLDEN CHICK,11823 PLANO RD,,75243,2014-04-23,90,routine
MCDONALD'S,11749 PLANO RD,,752435219,2014-04-23,88,routine
TACO BELL,11702 PLANO RD,,75243,2014-04-23,93,routine
WHATABURGER,11740 PLANO RD,,75243,2014-04-23,96,routine
GOOCH ELEMENTARY,4030 CALCULUS DR,,75244,2014-04-23,97,routine
W.T. WHITE HIGH SCHOOL,4505 RIDGESIDE DR,,75244,2014-04-23,88,routine
PUPUSERIA VICTORIA,515 N CARROLL AVE,B,75246,2014-04-23,97,routine
ABE'S FLAVOR FLAVE,7508 AMBASSADOR ROW,,75247,2014-04-23,97,routine
GOLDEN STAR DONUTS,7632 CAMPBELL RD,#318,75248,2014-04-23,96,routine
A SENIOR LIVING FACILITY,7910 FRANKFORD RD,,75252,2014-04-23,96,routine
SHARKY'S,17453 PRESTON RD,,75252,2014-04-23,80,routine
HIGHLAND SPRINGS,8000 FRANKFORD RD,,75252,2014-04-23,82,routine
HILLCREST MARKET,8000 FRANKFORD,,75252,2014-04-23,96,routine
THAI SPICE,18111 N DALLAS PKWY,#200,75287,2014-04-23,80,routine
THE PLACE AT PERRY'S,2680 CEDAR SPRINGS RD,,75201,2014-04-24,84,routine
THE PLACE AT PERRY'S,2680 CEDAR SPRINGS RD,,75201,2014-04-24,93,routine
J'S DONUTS,5315 GREENVILLE AVE,,75206,2014-04-24,78,routine
OASIS CAFE,5945 GREENVILLE AVE,,75206,2014-04-24,78,routine
REGAL BEAGLE,5323 GREENVILLE AVE,,75206,2014-04-24,72,routine
"SHUCK N JIVE, INC",5315 GREENVILLE AVE,#100,75206,2014-04-24,71,routine
SUBWAY SANDWICHES,2025 IRVING BLVD,,75207,2014-04-24,90,routine
LA ACADEMIA DE ESTRELLAS CHATER,1811 S HAMPTON RD,,75208,2014-04-24,100,routine
FOUR SEASONS GROCERY- KITCHEN,3945 MYRTLE ST,,75215,2014-04-24,94,routine
FRIENDLY DRIVE IN,5433 S LAMAR ST,,75215,2014-04-24,80,routine
MYRTLE SUPER DELI,3945 MYRTLE ST,,75215,2014-04-24,92,routine
BETA C - STORE,2860 E LEDBETTER DR,,75216,2014-04-24,84,follow-up
GOOD LUCK BURGER,3140 E LEDBETTER DR,,75216,2014-04-24,81,routine
UNIPRIX FOOD MARKET,2844 E LEDBETTER DR,,75216,2014-04-24,88,follow-up
HICKS RESIDENCE COOKIN'S,110 LONGBRANCH LN,#A,75217,2014-04-24,70,routine
PAYLESS FUEL CENTER C.F 175/LOOP 12,8015 C F HAWN FRWY,#101,75217,2014-04-24,91,routine
PAYLESS FUEL CENTER SUBWAY,8015 C F HAWN FRWY,#101,75217,2014-04-24,97,routine
PAYLESS FUEL CENTER TAQUERIA,8015 C F HAWN FRWY,#101,75217,2014-04-24,81,routine
TWO SISTERS SMOKIN CAFE,7620 S LOOP 12,,75217,2014-04-24,83,routine
EDDIE V'S #8508,4023 OAK LAWN,#110,75219,2014-04-24,80,routine
13574 EDDIE V'S PRIVATE PARTY ROOM,4023 OAK LAWN,#110,75219,2014-04-24,100,routine
ACADEMY OF DALLAS,2324 S VERNON AVE,,75224,2014-04-24,97,routine
OAK CLIFF DONUTS #1,2402 S HAMPTON RD,,75224,2014-04-24,80,routine
TAQUERIA RICONADA,2306 MOUNTAIN LAKE RD,,75224,2014-04-24,71,routine
EL JAGUAR NIGHT CLUB,4428 MAIN ST,,75226,2014-04-24,97,routine
JENAS ALLGOOD CAFE,2934 MAIN ST,,75226,2014-04-24,80,routine
LAMAR CASH & CARRY,605 FIRST AVE,,75226,2014-04-24,97,routine
STARLIGHT LOUNGE,4319 MAIN ST,,75226,2014-04-24,96,routine
MAKI BOY,2330 ROYAL LN,#600,75229,2014-04-24,75,routine
E P CAILLET ELEMENTARY,3033 MERRELL RD,,75229,2014-04-24,84,routine
EVERETTE L DEGOLYER,3453 FLAIR DR,,75229,2014-04-24,94,routine
HARRY C WITHERS ELEM,3959 NORTHAVEN RD,,75229,2014-04-24,91,routine
INDOOR SOCCER ZONE/JUICE BAR,2323 CROWN RD,,75229,2014-04-24,100,routine
INDOOR SOCCER ZONE/KITCHEN,2323 CROWN RD,,75229,2014-04-24,94,routine
KORYO KALBI KOREAN BBQ,2560 ROYAL LN,#105,75229,2014-04-24,77,follow-up
MARISCOS Y REPOSTERIA GUADALAJARA,11200 HARRY HINES BLVD,#S6,75229,2014-04-24,70,routine
FOCUS LEARNING ACADEMY,4329 S HAMPTON RD,GYM,75233,2014-04-24,97,routine
FOCUS LEARNING ACADEMY,2524 W LEDBETTER DR,B,75233,2014-04-24,97,routine
"""LET'S DO LUNCH""",1720 REGAL ROW,#105,75235,2014-04-24,82,routine
CHESTERFIELDS,2555 INWOOD RD,#143,75235,2014-04-24,91,routine
HILTON GARDEN INN PANTRY,2325 N STEMMONS FRWY,,75235,2014-04-24,97,routine
LA FAVORITA,3662 W CAMP WISDOM RD,#2011,75237,2014-04-24,87,routine
TACO BUENO,14221 COIT RD,,75240,2014-04-24,89,routine
SUSHI AXIOM,5225 BELTLINE RD,#240,75251,2014-04-24,82,follow-up
7-ELEVEN CONVENIENCE STORE #33494B,18008 PRESTON RD,,75252,2014-04-24,85,routine
HOUSE OF BAR-B-Q,2320 MLK BLVD,,75215,2014-04-25,63,routine
CORNER BAKERY,301 N MARKET ST,#100,75201,2014-04-28,94,routine
WENDY'S,510 S BECKLEY AVE,,75203,2014-04-28,81,routine
BLACK FRIAR PUB UPSTAIRS,2621 MCKINNEY AVE,#A,75204,2014-04-28,97,routine
BLACKFRIAR PUB,2621 MCKINNEY AVE,#A,75204,2014-04-28,90,routine
KATANA,4527 TRAVIS ST,#B,75204,2014-04-28,91,routine
SUBWAY SANDWICHES,2505 N FITZHUGH AVE,F,75204,2014-04-28,97,routine
BOOM JUICE RETAIL STORE,4514 TRAVIS ST,125,75205,2014-04-28,100,routine
CAFE ROTI,4438 MCKINNEY AVE,#100,75205,2014-04-28,93,routine
CHILI'S GRILL & BAR,3230 KNOX ST,,75205,2014-04-28,94,routine
HIGHLAND PARK PHARMACY,3229 KNOX ST,,75205,2014-04-28,83,routine
LE BILBOQUET,4514 TRAVIS ST,#124,75205,2014-04-28,85,routine
ITALIA EXPRESS,111 CONTINENTAL AVE,#300,75207,2014-04-28,100,routine
COCHRAN CHAPEL UNITED METHODIST CHURCH-KITCHEN,9027 MIDWAY RD,,75209,2014-04-28,91,routine
BROTHERHOOD FOOD MART,2803 LAGOW ST,,75210,2014-04-28,85,routine
DAIRY WAY,5235 W DAVIS ST,,75211,2014-04-28,72,routine
TORTAS Y TACOS EL JALALITO,5102 W DAVIS ST,,75211,2014-04-28,90,routine
STOP N SHOP FOOD MART,3195 S LOOP 12,,75216,2014-04-28,86,follow-up
CVS PHARMACY #7664,1235 S BUCKNER BLVD,,75217,2014-04-28,90,routine
H B GONZALEZ ELEMENTARY SCHOOL,6610 LAKE JUNE RD,,75217,2014-04-28,100,routine
TAQUERIA LOS CUATES,440 S BUCKNER BLVD,,75217,2014-04-28,91,routine
TORTAS EL RANCHITO,8017 LAKE JUNE RD,#F,75217,2014-04-28,87,routine
CONFLICT OF INTEREST,10851 HARRY HINES BLVD,,75220,2014-04-28,84,routine
MCDONALDS,2475 ROYAL LN,,75229,2014-04-28,94,routine
WENDY'S,2507 ROYAL LN,,75229,2014-04-28,82,routine
ACADEMY,3303 POTTER'S HOUSE WAY,,75236,2014-04-28,97,routine
PANCHO'S MEXICAN BUFFET,4001 W WHEATLAND RD,#100,75237,2014-04-28,84,routine
MINYARD SUN FRESH MARKET MEAT/SEAFOOD,10203 E NORTHWEST HWY,,75238,2014-04-28,94,routine
MINYARD SUN FRESH MARKET BAKERY/DELI,10203 E NORTHWEST HWY,,75238,2014-04-28,94,routine
MINYARD SUN FRESH MARKET PRIDUCE,10203 E NORTHWEST HWY,,75238,2014-04-28,94,routine
MINYARD SUN FRESH MARKET,10203 E NORTHWEST HWY,,75238,2014-04-28,94,routine
ANNE FRANK ELEMENTARY SCHOOL,5201 CELESTIAL RD,,75240,2014-04-28,90,routine
RESIDENCE INN/DALLAS MKT CENTER,6950 N STEMMONS FRWY,,75247,2014-04-28,100,routine
RESIDENCE INN STORE,6950 N STEMMONS FRWY,,75247,2014-04-28,100,routine
WHATABURGER,8850 N STEMMONS FRWY,,75247,2014-04-28,100,routine
EINSTEIN BROS BAGELS#2009,15645 COIT RD,#100,75248,2014-04-28,87,routine
POLAR CHILL,6971 ARAPAHO RD,,75248,2014-04-28,91,routine
JIM BILHARTZ JR ELEM SCH,6700 WANDT DR,,75249,2014-04-28,94,routine
HOULIHAN'S REST. AND BAR,5225 BELTLINE RD,#220,75254,2014-04-28,82,routine
HOTEL CRESCENT BASEMENT,400 CRESCENT CT,SPA,75201,2014-04-29,92,follow-up
HOTEL CRESCENT COURT LOBBY BAR,400 CRESCENT CT,LOBBY,75201,2014-04-29,88,follow-up
"BAR 1,2,3,6",2200 N LAMAR ST,,75202,2014-04-29,87,routine
FOUNDATION BAR,2200 N LAMAR ST,,75202,2014-04-29,100,routine
FOUNDATION KITCHEN,2200 N LAMAR ST,,75202,2014-04-29,89,routine
