name,address_street,address_suite,address_zip,inspection_date,inspection_score,inspection_type
STAR DONUTS,1130 S BELTLINE RD,#300,75253,2013-12-03,90,routine
TETCO #646,14106 DALLAS PKWY,,75254,2013-12-03,84,routine
COMPANY SMOKEHOUSE,5014 ROSS AVE,,75206,2013-12-04,90,routine
JASON'S DELI,5400 E MOCKINGBIRD LN,#123,75206,2013-12-04,100,routine
MATTS RANCHO,1904 SKILLMAN ST,,75206,2013-12-04,88,routine
TACO WAGON,3320 W DAVIS ST,,75211,2013-12-04,93,routine
WILLIAMS FRIED CHICKEN,3280 FORT WORTH AVE,,75211,2013-12-04,88,routine
BURGER KINGS,2439 W LEDBETTER DR,,75216,2013-12-04,91,routine
FRED FLORENCE MIDDLE SCHOOL,1625 N MASTERS DR,,75216,2013-12-04,97,routine
GILBERT CUELLAR SCHOOL,337 PLEASANT VISTA DR,,75217,2013-12-04,100,routine
LA REAL MICHOACANA,9911 LAKE JUNE RD,#B,75217,2013-12-04,88,routine
PALOMA SNOWCONES & GRILL,7112 LAKE JUNE RD,,75217,2013-12-04,90,routine
HOLY TRINITY SCHOOL,3815 OAK LAWN AVE,,75219,2013-12-04,89,routine
HYPNOTIC SUSHI,3211 OAK LAWN AVE,#A,75219,2013-12-04,90,routine
ITALIA EXPRESS,4000 CEDAR SPRINGS RD,#A,75219,2013-12-04,87,routine
ROUND UP SALOON,3912 CEDAR SPRINGS RD,,75219,2013-12-04,94,routine
SI LOM THAI ASIAN FUSION,3300 OAK LAWN AVE,#110,75219,2013-12-04,79,routine
CLUB ONYX,10557 WIRE WAY,,75220,2013-12-04,81,follow-up
EL PAISA,10844 HARRY HINES BLVD,B,75220,2013-12-04,90,routine
LOPEZ TORTILLAS FOODS,9727 BROCKBANK DR,,75220,2013-12-04,81,routine
TACOZ TOLUKA,10886 HARRY HINES BLVD,,75220,2013-12-04,73,routine
7-ELEVEN #18717,2223 S BECKLEY AVE,,75224,2013-12-04,86,routine
CHURCH'S CHICKEN #224,2410 S ZANG BLVD,,75224,2013-12-04,83,routine
LITTLE CAESARS PIZZA,655 W ILLINOIS AVE,1085,75224,2013-12-04,93,routine
SUBWAY SANDWICHES,655 W ILLINOIS AVE,116,75224,2013-12-04,87,routine
TACO BELL #17107,505 W ILLINOIS AVE,,75224,2013-12-04,94,routine
WINGSTOP,655 W ILLINOIS AVE,#1075,75224,2013-12-04,83,routine
BE RAW FOOD & JUICE RESTAURANT,6005 BERKSHIRE LN,,75225,2013-12-04,97,routine
EINSTEIN BROS BAGELS#1650,6109 BERKSHIRE LN,,75225,2013-12-04,87,routine
MISS CHI VIETNAMESE,6030 LUTHER LN,130,75225,2013-12-04,94,routine
PROJECT PIE,6030 LUTHER LN,#110,75225,2013-12-04,87,follow-up
RESTAURANT,6130 LUTHER LN,,75225,2013-12-04,90,routine
SOUTH PAW'S,6009 BERKSHIRE LN,,75225,2013-12-04,84,routine
SPOON BAR & KITCHEN,8220 WESTCHESTER DR,#B,75225,2013-12-04,82,routine
ABRAMS DELI,9330 LBJ FRWY,#100,75231,2013-12-04,90,routine
DAKOTA'S,9250 LBJ FRWY,,75231,2013-12-04,97,routine
MEAT & SEAFOOD,6419 SKILLMAN ST,,75231,2013-12-04,94,routine
SUPER TARGET #1784 BAKERY,6419 SKILLMAN ST,,75231,2013-12-04,94,routine
SUPER TARGET #1784 DELI,6419 SKILLMAN ST,,75231,2013-12-04,94,routine
SUPER TARGET #1784 FOOD,6419 SKILLMAN ST,,75231,2013-12-04,90,routine
SUPER TARGET #1784 STARBUCKS,6419 SKILLMAN ST,,75231,2013-12-04,94,routine
TARGET GROCERY/PRODUCE,6419 SKILLMAN ST,,75231,2013-12-04,94,routine
AL FOOD MART/ GROCERY,7150 CHAUCER PL,#108,75232,2013-12-04,86,routine
MCDONALDS,125 W CAMP WISDOM RD,,75232,2013-12-04,84,routine
SUBWAY SANDWICHES,4353 GANNON LN,#102,75237,2013-12-04,90,routine
12982 FIVE GUYS BURGERS AND FRIES,13350 DALLAS PKWY,#975,75240,2013-12-04,100,routine
CUQUITA'S RESTAURANT,8076 SPRING VALLEY RD,,75240,2013-12-04,77,routine
RAISING CANE'S,13350 DALLAS PKWY,#3680,75240,2013-12-04,97,routine
ROCKY MOUNTAIN CHOCOLATE FACTORY,13350 N DALLAS PKWY,#2445,75240,2013-12-04,87,routine
STARBUCKS COFFEE #695,13350 DALLAS PKWY,#2505,75240,2013-12-04,97,routine
RONNIE'S CATFISH,1231 E RED BIRD LN,,75241,2013-12-04,85,routine
7-ELEVEN STORE #39443,9351 LBJ FRWY,,75243,2013-12-04,91,routine
NORTHCREEK DELI,9441 LBJ FRWY,#1017,75243,2013-12-04,82,routine
SUBWAY,9203 SKILLMAN ST,#114,75243,2013-12-04,94,routine
SUBWAY,4422 GASTON AVE,,75246,2013-12-04,71,follow-up
BAHAMA BUCKS,6033 CAMPBELL RD,,75248,2013-12-04,94,routine
CAMPISI'S PIZZA,7632 CAMPBELL RD,,75248,2013-12-04,94,routine
POPCORN SHACK,7632 CAMPBELL RD,#317,75248,2013-12-04,97,routine
ALL SAINTS ELEM SCHOOL,7777 OSAGE PLAZA PKWY,,75252,2013-12-04,94,routine
HOT N CREAMY DONUTS,7877 FRANKFORD RD,#101,75252,2013-12-04,87,routine
J C DONUTS,19009 PRESTON RD,#214,75252,2013-12-04,81,routine
PAYLESS FUEL CENTER,18120 COIT RD,,75252,2013-12-04,75,routine
TEXAS TORAH SCHOOL KITCHEN,6506 FRANKFORD RD,,75252,2013-12-04,87,routine
WM M ANDERSON ELEMENTARY,620 N ST AUGUSTINE RD,,75217,2013-12-05,97,routine
2999 SERVICES,2999 TURTLE CREEK BLVD,2,75219,2013-12-05,87,routine
RISING ROLL,3811 TURTLE CREEK BLVD,#B100,75219,2013-12-05,75,routine
MEDRANO ELEMENTARY SCHOOL,2221 LUCAS DR,,75219,2013-12-05,97,routine
PECAN ROOM & TAVERN,3819 MAPLE AVE,,75219,2013-12-05,93,routine
KNIGHTS OF COLUMBUS,3021 S HAMPTON RD,,75224,2013-12-05,91,routine
CUCENA NEIGHBORHOOD ITALIAN,8411 PRESTON RD,#132,75225,2013-12-05,72,routine
AU BON PAIN - KIOSK,8200 WALNUT HILL LN,,75231,2013-12-05,84,routine
FRENCH GARDEN - DELI,8160 WALNUT HILL LN,117,75231,2013-12-05,90,routine
LEE A MCSHAN JR ELEM SCHOOL,8307 MEADOW RD,,75231,2013-12-05,96,routine
PHYSICIANS DINING AREA,8200 WALNUT HILL LN,,75231,2013-12-05,97,routine
PRESBYTERIAN HOSPITAL MAIN CAFE,8200 WALNUT HILL LN,,75231,2013-12-05,94,routine
SUBWAY SANDWICHES,8200 WALNUT HILL LN,101C,75231,2013-12-05,94,routine
CATFISH FRIDAYS PRODUCTS,6005 S RL THORNTON FRWY,#100,75232,2013-12-05,88,routine
OAK CLIFF BIBLE FELLOWSHI,1808 W CAMP WISDOM RD,,75232,2013-12-05,100,routine
OAK CLIFF BIBLE FELLOWSHIP,1821 W CAMP WISDOM RD,,75232,2013-12-05,90,routine
OAK CLIFF BIBLE FELLOWSHIP CHURCH-YOUTH CENTER SNACK AREA,1821 W CAMP WISDOM RD,,75232,2013-12-05,93,routine
JIMMY'S BIG BURGERS,13531 MONTFORT DR,#109,75240,2013-12-05,88,follow-up
THURGOOD MARSHALL ELEMENTARY SCHOOL,9666 FERRIS BRANCH BLVD,,75240,2013-12-05,92,routine
WILMER HUTCHINS ELEMENTARY,7475 J J LEMMON RD,,75241,2013-12-05,96,routine
SKYVIEW ELEMENTARY,9229 MEADOW KNOLL,,75243,2013-12-05,89,routine
STULTS RD ELEMENTARY,8700 STULTS RD,,75243,2013-12-05,96,routine
EL RANCHO GROCERY/PRODUCE,14211 COIT RD,,75254,2013-12-05,93,routine
EL RANCHO SEAFOOD/ MEAT,14211 COIT RD,,75254,2013-12-05,84,routine
EL RANCHO TORTILLERA/BAKERY,14211 COIT RD,,75254,2013-12-05,97,routine
CHICK-FIL-A,4523 FRANKFORD RD,,75287,2013-12-05,90,routine
MASO'S TEXACO,4605 FRANKFORD RD,,75287,2013-12-05,100,routine
QUIKTRIP #932,2929 FRANKFORD RD,,75287,2013-12-05,82,routine
MONTERREY BAKERY,300 E JEFFERSON BLVD,,75203,2013-12-09,82,routine
MONTERREY SUPER MARKET,300 E JEFFERSON BLVD,,75203,2013-12-09,70,routine
FIESTA MART,611 W JEFFERSON BLVD,,75208,2013-12-09,89,routine
FIESTA MART BAKERY,611 W JEFFERSON BLVD,,75208,2013-12-09,89,routine
FIESTA MART COLD DELI,611 W JEFFERSON BLVD,,75208,2013-12-09,97,routine
FIESTA MART FISH MARKET,611 W JEFFERSON BLVD,,75208,2013-12-09,90,routine
FIESTA MART TAQUERIA,611 W JEFFERSON BLVD,,75208,2013-12-09,97,routine
IN-N-OUT BURGER (MEAT PROCESSING),3901 ADLER DR,200,75211,2013-12-09,97,routine
LOYD'S OLD FASHION BURGER,5723 SINGLETON BLVD,A,75212,2013-12-09,84,routine
ANN HEALTH FOOD CENTER,2634 S ZANG BLVD,,75224,2013-12-09,80,routine
CHICK-FIL-A,8687 N CENTRAL EXPW,2386,75225,2013-12-09,90,routine
WHATBURGER,6232 RETAIL RD,,75231,2013-12-09,94,routine
TODAY'S DISCOUNT FOOD MAR,8405 PARK LN,,75231,2013-12-09,91,routine
CHURCH'S CHICKEN,4411 W KIEST BLVD,,75236,2013-12-09,88,routine
SONIC DRIVE IN,9609 PLANO RD,,75238,2013-12-09,94,routine
MI COCINA,13350 DALLAS PKWY,#100,75240,2013-12-09,83,routine
AAC #103,5304 ARAPAHO RD,,75248,2013-12-09,80,routine
C & C CONES & CANDY,4217 SECOND AVE,,75210,2013-12-10,88,routine
FITOS TAQUERIA,2808 W CLARENDON DR,,75211,2013-12-10,83,follow-up
WIN BUFFET,3434 W ILLINOIS AVE,400,75211,2013-12-10,84,routine
DOLLAR GENERAL,6905 LAKE JUNE RD,,75217,2013-12-10,96,routine
PLEASANT GROVE SCHOOL,1614 ST AUGUSTINE RD,,75217,2013-12-10,100,routine
ST AUGUSTINE CATHOLIC CHU,1064 N ST AUGUSTINE RD,,75217,2013-12-10,97,routine
VISTA ACADEMY OF DALLAS,7300 BRUTON RD,,75217,2013-12-10,100,routine
A FIORE CATERING,3015 GASTON AVE,,75226,2013-12-10,100,routine
INDIA PALACE RESTAURANT,12817 PRESTON RD,#105,75230,2013-12-10,76,routine
STEIN'S BAKERY,12829 PRESTON RD,#417,75230,2013-12-10,84,routine
M UNION STORE,7402 GREENVILLE AVE,308,75231,2013-12-10,90,routine
ROMA'S RESTAURANT KITCHEN,7402 GREENVILLE AVE,#202,75231,2013-12-10,87,routine
TOYS R US,9358 N CENTRAL EXPW,,75231,2013-12-10,100,routine
CATFISH KING,6940 S COCKRELL HILL RD,,75237,2013-12-10,94,routine
INDOOR SOCCER ZONE II,3254 W CAMP WISDOM RD,,75237,2013-12-10,86,routine
HOMELESS ASSISTANCE CENTER,1818 CORSICANA ST,,75201,2013-12-11,97,routine
MARRIOTT BANQUET BAKERY,650 N PEARL EXPW,,75201,2013-12-11,97,routine
MARRIOTT CONCIERGI LOUNGE @16TH FLR,650 N PEARL EXPW,,75201,2013-12-11,97,routine
MARRIOTT EMPLOYEE CAFETERIA,650 N PEARL EXPW,,75201,2013-12-11,93,routine
MARRIOTT LOBBY BAR,650 N PEARL EXPW,,75201,2013-12-11,87,routine
MARRIOTT MAIN KITCHEN,650 N PEARL EXPW,,75201,2013-12-11,87,routine
MARRIOTT/ ROOM SERVICE KITCHEN,650 N PEARL EXPW,,75201,2013-12-11,93,routine
MARRIOTT/BANQUET KITCHEN,650 N PEARL EXPW,,75201,2013-12-11,90,routine
MARRIOTT/CENTRIC,650 N PEARL EXPW,,75201,2013-12-11,81,routine
PALOMINO-DALLAS,500 CRESCENT CT,#165,75201,2013-12-11,90,routine
SUBWAY,306 S RECORD ST,,75201,2013-12-11,80,routine
THE CAPITAL GRILLE,500 CRESCENT CT,#135,75201,2013-12-11,89,routine
EMPLOYEE CAFE,555 S LAMAR ST,100,75202,2013-12-11,100,routine
FOOD STAGING AREA LEVEL 2,555 S LAMAR ST,100,75202,2013-12-11,100,routine
LOBBY BAR,555 S LAMAR ST,100,75202,2013-12-11,100,routine
MORSEL'S,555 S LAMAR ST,100,75202,2013-12-11,94,routine
POOL BAR,555 S LAMAR ST,100,75202,2013-12-11,100,routine
3 MEAL BAR & BUFFET,555 S LAMAR ST,100,75202,2013-12-11,95,routine
3 MEAL RESTAURANT & KITCHEN,555 S LAMAR ST,100,75202,2013-12-11,97,routine
BANQUET KITCHEN FOR HOTEL,555 S LAMAR ST,100,75202,2013-12-11,100,routine
BOB'S STEAKHOUSE & KITCHEN,555 S LAMAR ST,100,75202,2013-12-11,97,routine
FIRST FLOOR SPECIALTY KITCHEN,555 S LAMAR ST,100,75202,2013-12-11,97,routine
FOOD STAGING AREA LEVEL 3,555 S LAMAR ST,100,75202,2013-12-11,100,routine
NAGA RESTAURANT,665 HIGH MARKET,,75202,2013-12-11,82,routine
SECOND FLOOR BACK OF HOUSE,555 S LAMAR ST,100,75202,2013-12-11,100,routine
SPORTS BAR,555 S LAMAR ST,100,75202,2013-12-11,100,routine
DBU - STUDY GROUNDS,3000 MOUNTAIN CREEK PKWY,,75211,2013-12-11,94,routine
OSTION BLUE OYSTER #3,5221 W JEFFERSON BLVD,,75211,2013-12-11,89,routine
VOUGHT AIRCRAFT,9314 W JEFFERSON BLVD,,75211,2013-12-11,82,routine
THELMA RICHARDSON ELEM SCHOOL,7803 BRUTON RD,,75215,2013-12-11,96,routine
DOMINO'S PIZZA #6917,9185 BRUTON RD,,75217,2013-12-11,91,routine
H GRADY SPRUCE HIGH,9733 S SEAGOVILLE RD,,75217,2013-12-11,95,routine
7-ELEVEN,1985 W NORTHWEST HWY,,75220,2013-12-11,86,follow-up
AL'S PIZZERIA,3701 W NORTHWEST HWY,#309,75220,2013-12-11,80,routine
CESAR'S TACOS,2019 W NORTHWEST HWY,,75220,2013-12-11,80,follow-up
DG'S GENTLEMAN'S CLUB,2117 W NORTHWEST HWY,,75220,2013-12-11,84,routine
EL PULPO RESTAURANT,2829 W NORTHWEST HWY,#330,75220,2013-12-11,76,routine
LOVERS LN UMC CAFE,9200 INWOOD RD,,75220,2013-12-11,93,routine
PRESTON HOLLOW CATERERS,9200 INWOOD RD,,75220,2013-12-11,82,routine
LONG JOHN SILVER'S #31817,3606 S POLK ST,,75224,2013-12-11,87,routine
CHURCH'S CHICKEN #1439,2317 W LEDBETTER DR,,75224,2013-12-11,87,routine
DELIGHTFUL DONUTS,2231 W LEDBETTER DR,,75224,2013-12-11,88,routine
DOLLAR GENERAL,3936 S POLK ST,114,75224,2013-12-11,90,routine
GRANDY'S,3738 MARVIN D LOVE FRWY,,75224,2013-12-11,65,routine
KONG CHINA RESTAURANT,1150 W KIEST BLVD,#325,75224,2013-12-11,76,routine
RENAISSANCE HOSPITAL,2929 S HAMPTON RD,,75224,2013-12-11,90,routine
CELEBRITY CAFE & BAKERY,10720 PRESTON RD,#1016,75230,2013-12-11,84,routine
GREEK ISLES OF DALLAS,5934 ROYAL LN,#120,75230,2013-12-11,80,routine
MY FIT FOOD,5960 ROYAL LN,,75230,2013-12-11,91,routine
NOTHING BUNDT CAKES,10720 PRESTON RD,1101B,75230,2013-12-11,100,routine
SAUCY'S THAI & PHO,5944 ROYAL LN,,75230,2013-12-11,71,routine
SUBWAY SANDWICHES,5930 ROYAL LN,#D,75230,2013-12-11,91,routine
WALMART DELI #5823,6185 RETAIL RD,200,75231,2013-12-11,88,routine
CHINA KITCHEN,6878 SHADY BROOK LN,,75231,2013-12-11,87,routine
SUBWAY RESTAURANT,6185 RETAIL RD,202,75231,2013-12-11,94,routine
WAL-MART #5823 GROCERY & PRODUCE,6185 RETAIL RD,200,75231,2013-12-11,90,routine
WAL-MART #5823 MEAT/FISH,6185 RETAIL RD,200,75231,2013-12-11,94,routine
WALMART BAKERY #5823,6185 RETAIL RD,200,75231,2013-12-11,94,routine
DAIRY QUEEN,8150 S POLK ST,,75232,2013-12-11,91,routine
INWOOD DONUT,11814 INWOOD RD,,75234,2013-12-11,89,routine
RONALD MCDONALD HOUSE OF DALLAS,4707 BENGAL ST,,75235,2013-12-11,97,routine
TORTERIA LA HECHICERA,5611 MAPLE AVE,#A,75235,2013-12-11,80,routine
UNION GOSPEL MISSION,4815 CASS ST,,75235,2013-12-11,94,routine
LITTLE KATANA,13375 NOEL RD,#1370,75240,2013-12-11,80,routine
PANDA EXPRESS #1819,13350 DALLAS PKWY,#915,75240,2013-12-11,94,routine
TACO BUENO #3092,13443 MONTFORT DR,,75240,2013-12-11,84,routine
AIKIN ELEMENTARY,12300 PLEASANT VALLEY DR,,75243,2013-12-11,85,routine
AUDELIA CREEK ELEMENTARY,12600 AUDELIA RD,,75243,2013-12-11,96,routine
FORESTRIDGE ELEMENTARY,10330 BUNCHBERRY DR,,75243,2013-12-11,90,routine
LIBERTY JR HIGH SCHOOL,10330 LAWLER RD,,75243,2013-12-11,96,routine
SKILLMAN WOK,9780 LBJ FRWY,#104,75243,2013-12-11,86,routine
TUPINAMBA,12270 INWOOD RD,,75244,2013-12-11,82,routine
CICI'S PIZZA,18217 MIDWAY RD,120,75287,2013-12-11,94,routine
EL TOZINCITO RESTARANT,3628 FRANKFORD RD,200,75287,2013-12-11,97,routine
DONUT PALACE,18111 DALLAS PKWY,#600,75287,2013-12-11,86,routine
FAMILY DOLLAR #5443,3411 TRINITY MILLS RD,,75287,2013-12-11,93,routine
FUJI YAMA,18217 MIDWAY RD,#108,75287,2013-12-11,80,routine
PAPPADEAUX SEAFOOD,18349 DALLAS PKWY,,75287,2013-12-11,92,routine
PHO HOUSE,18020 N DALLAS PKWY,,75287,2013-12-11,80,routine
SONIC DRIVE IN,3650 FRANKFORD RD,,75287,2013-12-11,97,routine
CENTENNIAL BAR & BUFFET,300 REUNION BLVD,,75202,2013-12-12,90,routine
GIANT WRAPS,1201 ELM ST,#LL5,75202,2013-12-12,89,routine
HYATT REGENCY BANQUET KITCHEN,300 REUNION BLVD,,75202,2013-12-12,97,routine
HYATT REGENCY COFFEE POST,300 REUNION BLVD,,75202,2013-12-12,93,routine
HYATT REGENCY EMPLOYEES KITCHEN,300 REUNION BLVD,,75202,2013-12-12,100,routine
HYATT REGENCY MONDUEL'S,300 REUNION BLVD,,75202,2013-12-12,100,routine
HYATT REGENCY PARRINO'S OVEN,300 REUNION BLVD,,75202,2013-12-12,100,routine
DAVIDS OAKCLIFF PIZZA,1315 W DAVIS ST,,75208,2013-12-12,89,routine
PAUL DUNBAR ELEMENTARY,4200 METROPOLITAN AVE,,75210,2013-12-12,97,routine
TACHITO'S MEXICAN,3210 W ILLINOIS AVE,,75211,2013-12-12,82,routine
RAYS BARBEQUE,2600 LONE STAR ST,,75212,2013-12-12,86,routine
RHOADS LEARNING CENTER,4401 SECOND AVE,,75215,2013-12-12,100,routine
SMART-MART,3150 E LEDBETTER DR,,75216,2013-12-12,87,routine
SPRING TIMES MART #2,3512 BONNIE VIEW RD,,75216,2013-12-12,71,routine
STOP AND SAVE FOOD STORE,3525 SUNNYVALE ST,,75216,2013-12-12,82,routine
R C BURLESON ELEMENTARY,6300 ELAM RD,,75217,2013-12-12,96,routine
ABBY RESTAURANT,10788 HARRY HINES BLVD,#G-08,75220,2013-12-12,97,routine
FONDITA LA PECOSA,10788 HARRY HINES BLVD,#A-5,75220,2013-12-12,82,routine
CANDY SHACK,10788 HARRY HINES BLVD,A-12,75220,2013-12-12,93,routine
DULCERIA GLORIA,10788 HARRY HINES BLVD,E28,75220,2013-12-12,93,routine
DULCERIA VIANNEY,10788 HARRY HINES BLVD,A-3,75220,2013-12-12,93,routine
EL MIGUELENO CAFE,10788 HARRY HINES BLVD,B-11A,75220,2013-12-12,81,routine
EL MIGUELENO CAFE,10788 HARRY HINES BLVD,#G-10,75220,2013-12-12,86,routine
OLIVIA'S STORE,10788 HARRY HINES,,75220,2013-12-12,100,routine
SAN MIGUEL,10788 HARRY HINES BLVD,#B13A,75220,2013-12-12,82,routine
TAQUERIA Y RESTAURANTE LINDA VISTA,10788 HARRY HINES BLVD,#B28,75220,2013-12-12,86,routine
OAK CLIFF DONUTS #III,406 S HAMPTON RD,,75224,2013-12-12,90,routine
THE ART OF WINE,11909 PRESTON RD,1415,75230,2013-12-12,85,routine
BECKS PRIME,5931 FOREST LN,,75230,2013-12-12,90,routine
DOUGH,11909 PRESTON RD,1444,75230,2013-12-12,90,routine
GORDON BIERSCH BREWERY RESTAURANT,8060 PARK LN,B-125,75231,2013-12-12,90,routine
SALTGRASS STEAKHOUSE,13561 N CENTRAL EXPW,,75231,2013-12-12,82,routine
SAM'S CLUB #6372 BAKERY,6185 RETAIL RD,#100,75231,2013-12-12,91,routine
SAM'S CLUB #6372 CAFE,6185 RETAIL RD,#100,75231,2013-12-12,94,routine
SAM'S CLUB #6372 GROCERY,6185 RETAIL RD,#100,75231,2013-12-12,90,routine
SAM'S CLUB #6372 MEAT/FISH,6185 RETAIL RD,#100,75231,2013-12-12,94,routine
SAM'S CLUB 6373 PRODUCE,6185 RETAIL RD,#100,75231,2013-12-12,94,routine
HAMPTON FOOD MART,5707 MARVIN D LOVE FRWY,,75232,2013-12-12,86,routine
ONE STOP FOOD STORE,5520 S HAMPTON RD,,75232,2013-12-12,93,routine
CIRCLE M FOOD,3933 S COCKRELL HILL RD,,75236,2013-12-12,84,routine
31 BAR & GRILL,3662 W CAMP WISDOM RD,#1071,75237,2013-12-12,80,routine
GRANDY'S,3230 W CAMP WISDOM RD,HFC #,75237,2013-12-12,89,routine
BURGER BUENO,13021 COIT RD,#220,75240,2013-12-12,76,routine
NAMMIHAUS,13331 PRESTON RD,#2042,75240,2013-12-12,83,routine
7-ELEVEN #35425,8302 ABRAMS RD,,75243,2013-12-12,82,routine
FOREST LANE ACADEMY,9663 FOREST LN,,75243,2013-12-12,92,routine
FOREST MEADOW JR HIGH,9373 WHITEHURST DR,,75243,2013-12-12,92,routine
HAMILTON PARK ELEMENTARY,8301 TOWNS ST,,75243,2013-12-12,96,routine
WHATABURGER,9394 LBJ FRWY,,75243,2013-12-12,86,routine
LIBERTY BURGERS,5211 FOREST LN,#105,75244,2013-12-12,86,routine
BENNY'S BAGELS,6911 FRANKFORD RD,#500,75252,2013-12-12,80,routine
C ROLLS SUSHI,18101 PRESTON RD,#300,75252,2013-12-12,93,routine
HILLCREST SKILLED NURSING FACILITY,18648 HILLCREST RD,,75252,2013-12-12,83,routine
INDIA CHAAT CAFE,18101 PRESTON RD,#202,75252,2013-12-12,81,routine
THE KITCHEN AT PRESTON TRL,17370 PRESTON RD,415,75252,2013-12-12,84,routine
REUNION TOWER KIOSK,300 REUNION BLVD,,75202,2013-12-13,91,routine
THE STARLIGHT ROOM,603 MUNGER AVE,#105,75202,2013-12-13,78,routine
WOLFGANG PUCK - BAR GRAND HALL,400 S HOUSTON ST,3F,75202,2013-12-13,100,routine
WOLFGANG PUCK CATERING & EVENTS-BAR EAST,400 S HOUSTON ST,3F,75202,2013-12-13,100,routine
WOLFGANG PUCK CATERING & EVENTS-BAR WEST,400 S HOUSTON ST,3F,75202,2013-12-13,100,routine
WOLFGANG PUCK CATERING-BUTCHER ROOM,400 S HOUSTON ST,3F,75202,2013-12-13,93,routine
WOLFGANG PUCK CATERING-DOCK AREA,400 S HOUSTON ST,3F,75202,2013-12-13,100,routine
WOLFGANG PUCK CATERING-PASTRY KITCHEN 3RD FLR,400 S HOUSTON ST,3F,75202,2013-12-13,100,routine
WOLFGANG PUCK LEVEL 16 COFFEE BAR,300 REUNION BLVD,,75202,2013-12-13,77,routine
WOLFGANG PUCK-CATERING KITCHEN L2,400 S HOUSTON ST,3F,75202,2013-12-13,90,routine
CAMPO,1115 N BECKLEY AVE,,75203,2013-12-13,74,routine
ARCO IRIS PRIVATE CLUB,310 S BECKLEY AVE,,75203,2013-12-13,81,routine
WHICH WICH,2626 HOWELL ST,#170,75204,2013-12-13,90,routine
DODIE'S SEAFOOD CAFE,2129 GREENVILLE AVE,,75206,2013-12-13,81,routine
HYENA'S COMEDY CLUB,5321 E MOCKINGBIRD LN,220,75206,2013-12-13,97,routine
MEXICAN TACOS & GRILL,712 S WALTON WALKER BLVD,#11-B,75211,2013-12-13,93,routine
TAQUERIA EL SAVZ,712 S WALTON WALKER BLVD,#2A,75211,2013-12-13,87,routine
CHECKERED PAST WINERY,1409 S LAMAR ST,#008,75215,2013-12-13,83,routine
FULL CIRCLE TAVERN,1319 S LAMAR ST,,75215,2013-12-13,80,routine
BLUE BAMBOO,7777 FOREST LN,#A074,75230,2013-12-13,87,routine
CITY CORNER CAFE,7777 FOREST LN,B-A86,75230,2013-12-13,81,routine
FRULLATI CAFE & BAKERY,7777 FOREST LN,BLDG,75230,2013-12-13,83,routine
LORI'S HOSPITAL GIFT SHOP,7777 FOREST LN,#A-90,75230,2013-12-13,96,routine
LOTS A PASTA,7777 FOREST LN,#A-98,75230,2013-12-13,84,routine
SOCIETY BAKERY LLC,7777 FOREST LN,#A066,75230,2013-12-13,94,routine
CAROLYN C BUKHAIR ELEMENTARY,13900 MAHAM RD,,75240,2013-12-13,93,routine
COMFORT SUITES,13165 N CENTRAL EXPW,,75243,2013-12-13,84,follow-up
T.G.I,1713 N MARKET ST,,75202,2013-12-14,94,routine
EDIBLE ARRANGEMENTS,800 ROSS AVE,#101,75202,2013-12-14,81,routine
GATORS,1714 N MARKET ST,,75202,2013-12-14,84,routine
GOOD LUCK,332 W COMMERCE ST,,75202,2013-12-14,89,routine
HOFFBRAU STEAKS,311 N MARKET ST,#100,75202,2013-12-14,85,routine
HOFFBRAU STEAKS BAR,311 N MARKET ST,,75202,2013-12-14,93,routine
THE STARLIGHT ROOM,603 MUNGER AVE,#105,75202,2013-12-14,83,routine
RUSTY TACO,4802 GREENVILLE AVE,,75206,2013-12-14,96,routine
ANGELIKA CAFE,5321 E MOCKINGBIRD LN,#201A,75206,2013-12-14,87,routine
ANGELIKA FILM CENTER,5321 E MOCKINGBIRD LN,#201A,75206,2013-12-14,94,routine
AW SHUCKS,3601 GREENVILLE AVE,,75206,2013-12-14,81,routine
BAKER BROS AMERICAN DELI,5500 GREENVILLE AVE,#1102,75206,2013-12-14,71,routine
BURGER KING,5456 E MOCKINGBIRD LN,#100,75206,2013-12-14,82,routine
COST PLUS WORLD MARKET,5500 GREENVILLE AVE,#300,75206,2013-12-14,100,routine
COWBOY CHICKEN,5315 GREENVILLE AVE,#125,75206,2013-12-14,61,routine
DOLLAR GENERAL #7792,6060 E MOCKINGBIRD LN,#2,75206,2013-12-14,86,routine
I FRATELLI PIZZA,6109 GREENVILLE AVE,A1,75206,2013-12-14,82,routine
IZMIR MARKET & DELI,3607 GREENVILLE AVE,,75206,2013-12-14,100,routine
KOSTAS CAFE,4914 GREENVILLE AVE,,75206,2013-12-14,68,routine
M D PLUCKERS WING FACTORY,5500 GREENVILLE AVE,#406,75206,2013-12-14,93,routine
MY FIT FOODS,5706 E MOCKINGBIRD LN,190,75206,2013-12-14,97,routine
PANDA EXPRESS #992,5500 GREENVILLE AVE,200,75206,2013-12-14,93,routine
POLLO TROPICAL RESTAURANT,4622 GREENVILLE AVE,,75206,2013-12-14,80,routine
RAISING CANE'S CHICKEN FINGERS,5030 GREENVILLE AVE,,75206,2013-12-14,93,routine
RESTAURANT & BAR MONTERREY,1611 GREENVILLE AVE,,75206,2013-12-14,86,routine
SAN FRANCISCO ROSE,3024 GREENVILLE AVE,,75206,2013-12-14,80,routine
